Year,Make,Model,Condition,Price,ConsumerRating,ConsumerReviews,SellerType,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2019,Honda,Civic LX,Used,19898,4.9,275,Dealer,4.6,151,43228,Great,4.8,4.8,4.9,4.8,4.9,4.9,White,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F65KH557852,PV90,56489
2021,Toyota,4Runner Limited,Used,50900,4.9,42,Dealer,4.6,52,30606,Great,5,4.9,4.8,4.9,4.9,4.9,Classic Silver Metallic,Rear-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEDU5JR0M5251220,N50014A,13522
2019,Lexus,RX 350 350,Used,47998,4.8,102,Dealer,4.9,1070,31210,Good,4.8,4.8,4.8,4.6,4.9,4.8,Caviar,Front-wheel Drive,20,28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2ZZMCA5KC143149,L22618A,16831
2019,Chevrolet,Trax LT,Used,20022,4.3,151,Dealer,3.4,12,44145,Great,4.4,4.3,4.2,4.2,4.5,4.4,Summit White,Front-wheel Drive,26,31,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL7CJLSB5KB880465,4894T,35588
2019,Volvo,XC90 T6 Momentum,Used,43482,4.7,69,Dealer,4.8,715,28212,Great,4.9,4.7,4.8,4.6,4.8,4.6,Bright Silver Metallic,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK0K1471805,14583,26855
2019,BMW,330 i,Used,34664,4.9,30,Dealer,4.7,1046,33612,Fair,4.9,4.9,5,4.6,4.9,4.9,Jet Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R1J5XK8B00026,AK07247A,35396
2018,GMC,Yukon Denali,Used,58801,4.9,47,Dealer,4.7,537,29406,Good,4.9,5,5,4.7,4.9,4.9,Onyx Black,Four-wheel Drive,14,22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJ4JR382707,P382707,35361
2018,Dodge,Durango GT,Used,32479,4.8,146,Dealer,4.7,603,20166,Good,4.9,4.8,4.9,4.5,4.9,4.8,DB Black Crystal Clearcoat,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJDG2JC194488,P5390,67504
2019,BMW,X5 xDrive40i,Used,53750,4.7,55,Dealer,4.5,1031,20166,Fair,5,4.9,4.9,4.4,4.7,4.6,Alpine White,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C58KLL61859,KLL61859P,18248
2018,Jeep,Grand Cherokee Limited,Jeep Certified,31500,4.8,395,Dealer,4,824,22182,Great,4.9,4.8,4.8,4.6,4.9,4.7,Diamond Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG6JC350881,00J12450,38065
2019,Volkswagen,Tiguan 2.0T SEL Premium R-Line,Used,33998,4.5,136,Dealer,3,10,20877,Good,4.6,4.7,4.3,4.5,4.6,4.5,Habanero Orange Metallic,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV4B7AX7KM024863,22604427,39964
2020,BMW,X7 xDrive40i,Used,72993,4.9,22,Dealer,4.6,1611,20852,Good,5,5,5,4.7,4.9,4.9,Mineral White Metallic,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C00L9D11786,L9D11786,17259
2018,Toyota,Highlander Hybrid Limited,Used,46000,4.9,37,Dealer,4.7,1282,20817,Good,4.9,4.8,4.9,4.8,4.8,5,Shoreline Blue Pearl,All-wheel Drive,29,27,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,5TDDGRFH2JS046622,87653A,33396
2016,BMW,X5 xDrive35i,Used,28000,4.8,73,Dealer,4.6,162,21117,Good,4.8,4.8,4.8,4.5,4.8,4.7,Alpine White,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C55G0P26225,00PR2173,80369
2021,Honda,Pilot Special Edition,Used,39531,4.8,63,Dealer,4.6,1352,33331,Good,4.9,4.7,4.8,4.7,4.7,4.8,Black,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H28MB032092,TMB032092,15769
2021,Audi,Q5 45 Premium,Used,42981,4.6,16,Dealer,4.9,3402,33073,Great,4.6,4.4,4.7,4.2,4.5,4.7,Ibis White,All-wheel Drive,23,28,Gasoline,7-Speed Automatic,2.0L,WA1AAAFY3M2132517,VLM2132517,14582
2019,Alfa,Romeo Stelvio Ti,Used,32000,4.6,25,Dealer,4.2,1712,33063,Good,4.6,4.4,4.7,4.6,4.8,4.5,Black,All-wheel Drive,22,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASPAKBN4K7C30397,8570566A,35221
2017,Mercedes-Benz,GLS 450 Base 4MATIC,Used,44995,4.9,37,Dealer,4.7,899,33015,Great,5,4.9,4.9,4.7,5,4.8,Gray,All-wheel Drive,19,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE8HA966203,HA966203,36888
2020,Lexus,NX 300 Base,Used,39988,4.8,38,Dealer,4.7,2357,33181,Good,4.8,4.8,4.8,4.7,4.8,4.9,Eminent White Pearl,All-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJGARDZ5L5017096,22325401,25309
2020,BMW,X3 xDrive30i,Used,37995,4.9,51,Dealer,4.2,77,7003,Great,5,4.9,4.9,4.7,4.9,4.9,Alpine White,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C05L9B31716,N9M83778A,37204
2019,Honda,Passport EX-L,Used,35499,4.7,102,Dealer,4.7,1424,8701,Good,4.8,4.7,4.7,4.6,4.7,4.8,Crystal Black Pearl,All-wheel Drive,19,24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H59KB020977,KB020977,21652
2020,Lamborghini,Urus,Used,255000,4.7,1,Dealer,4.8,320,10019,NA,4,5,5,5,5,4,Arancio Borealis,All-wheel Drive,12,17,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,ZPBUA1ZL9LLA10152,PO4383,42316
2019,Cadillac,CTS 2.0L Turbo Luxury,Used,34480,4.9,16,Dealer,4.7,656,11234,Fair,4.9,4.9,5,4.7,4.9,4.9,Crystal White Tri-Coat,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1G6AX5SXXK0144605,U3079,37673
2019,Lexus,GX 460 Base,Used,42393,4.7,24,Dealer,4.9,627,10549,Good,4.8,4.6,4.6,4.5,4.6,4.8,Black,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX9K5228365,429146A,37716
2019,Acura,RDX Base,Used,35995,4.3,217,Dealer,4.5,337,11563,Good,4.6,4.5,4.2,4.1,4.6,4.2,Modern Steel Metallic,All-wheel Drive,21,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC2H39KL007112,10595,32576
2019,INFINITI,QX60 Pure,Used,29385,4.6,56,Dealer,3.4,10,11550,Good,4.8,4.6,4.5,4.5,4.7,4.6,Deep Bordeaux,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM1KC515950,UC1176F,45096
2019,Volvo,XC40 T5 R-Design,Volvo Certified,39864,4.8,103,Dealer,4.8,872,11570,Good,4.9,4.8,4.8,4.6,4.9,4.7,Bright Silver Metallic,All-wheel Drive,23,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UM9K2102851,UU1096,13015
2019,BMW,X7 xDrive40i,Used,68943,4.1,22,Dealer,4.7,1351,11520,Good,4.5,4.6,4,3.4,4.5,3.5,Carbon Black Metallic,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C51KLB44058,KLB44058T,41859
2020,Volkswagen,Tiguan 2.0T SE,Used,27590,4.7,59,Dealer,4.8,867,1060,Good,4.8,4.8,4.6,4.7,4.8,4.8,Deep Black Pearl Effect,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV2B7AX0LM039990,C956,61539
2019,Toyota,Camry SE,Used,27500,4.8,309,Dealer,4.3,238,1089,Good,4.8,4.7,4.7,4.6,4.9,4.8,Celestial Silver Metallic,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK6KU755274,A161123,11407
2019,BMW,330 i xDrive,BMW Certified,38571,4.9,30,Dealer,3.6,24,1545,Fair,4.9,4.9,5,4.6,4.9,4.9,Glacier Silver Metallic,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C55KAJ85068,BU1289,31044
2020,Tesla,Model Y Long Range,Used,71912,3.7,10,Dealer,4.8,2278,1581,Good,3.9,3.8,4.1,3.3,3.8,4,Black,All-wheel Drive,127,114,Electric,1-Speed Automatic,Electric,5YJYGDEE9LF049505,7643,13659
2015,Porsche,Cayenne S,Used,39983,4.9,13,Dealer,5,3,2451,Good,5,4.9,4.9,4.8,4.9,4.9,White,All-wheel Drive,17,24,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,WP1AB2A2XFLA57158,A57158,59786
2018,BMW,X3 xDrive30i,Used,31487,4.8,64,Dealer,4.6,1108,2062,Fair,4.9,4.9,4.8,4.4,4.9,4.6,Glacier Silver Metallic,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C50JLD59803,JLD59803,71728
2019,Chevrolet,Silverado 1500 LD LT,Used,37200,4.8,46,Dealer,4.4,2622,1923,Good,4.9,4.8,4.8,4.8,4.9,4.9,Graphite Metallic,Four-wheel Drive,15,21,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,2GCVKPECXK1220698,K1220698,30996
2018,BMW,X5 xDrive35i,Used,40500,4.8,66,Dealer,4.6,266,2339,Fair,4.8,4.9,4.9,4.5,4.9,4.8,Space Gray Metallic,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C57JL074374,JL074374,49424
2020,Land,Rover Range Rover Evoque SE,Used,35899,4.1,16,Dealer,4.6,271,3801,NA,4.6,4.5,3.7,3.7,4.7,3.5,Narvik Black,All-wheel Drive,20,27,Gasoline,Automatic,I4,SALZP2FX6LH077263,K1080,49967
2019,Mazda,CX-5 Grand Touring,Used,28575,4.8,230,Dealer,4.8,469,90503,Great,4.8,4.8,4.8,4.8,4.9,4.8,Deep Crystal Blue Mica,Front-wheel Drive,25,31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADM7K0542734,N0615596A,39123
2019,Honda,Pilot EX-L,Used,33895,4.8,223,Dealer,4.7,357,92807,Great,4.9,4.8,4.7,4.7,4.7,4.8,White Diamond Pearl,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H58KB036604,418879,36258
2017,Acura,MDX 3.5L w/Technology Package,Used,33800,4.6,133,Dealer,4.4,133,95122,Good,4.7,4.5,4.5,4.5,4.8,4.7,White Diamond Pearl,All-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H58HB008325,HB008325P,45272
2020,Tesla,Model 3 Long Range,Used,52488,4.3,16,Dealer,3.5,26,95304,Great,4.6,4.4,4.6,4,4.2,4.4,Black,All-wheel Drive,124,116,Gasoline,1-Speed Automatic,10 Cylinder,5YJ3E1EB9LF638946,P16956A,49666
2021,Jeep,Grand Cherokee Limited,Jeep Certified,46333,4.7,58,Dealer,4.7,1481,85388,Good,4.7,4.7,4.7,4.5,4.7,4.7,Granite Crystal Clearcoat Metallic,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1MC732448,N2235A,11244
2021,Toyota,Supra 3.0 Premium,Used,57891,3.1,6,Dealer,4.5,593,85297,Good,3,2.8,3.2,3,3.3,2.8,Nocturnal,Rear-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WZ1DB0C02MW035408,MW035408,17292
2021,Toyota,Camry,Used,30595,4.8,69,Dealer,4.3,6,95453,Great,4.8,4.8,4.8,4.8,4.9,4.9,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AKXMU557431,P2126,15909
2015,BMW,435 Gran Coupe i,Used,24472,4.9,8,Dealer,4.9,121,97603,NA,4.9,5,4.9,4.6,5,4.9,Carbon Black Metallic,Rear-wheel Drive,21,32,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA4B1C59FD418127,P418127,100256
2018,GMC,Yukon XL SLT,Used,44995,4.8,24,Dealer,4.6,25,84337,Good,4.9,4.8,4.9,4.4,4.8,5,Iridium Metallic,Four-wheel Drive,15,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS2GKC5JR372048,22N195A,73953
2020,BMW,X3 M Competition,BMW Certified,67995,4.6,15,Dealer,4.6,236,87109,Good,4.3,4.9,4.9,4.1,4.9,4.6,Gray Metallic,All-wheel Drive,14,19,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,5YMTS0C06LLA57741,LLA57741,31986
2017,Ford,Fusion SE,Used,20998,4.8,351,Dealer,2.2,2,97317,Good,4.8,4.8,4.7,4.7,4.8,4.8,Gray,Front-wheel Drive,21,32,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3FA6P0HD9HR329276,22617577,42134
2018,BMW,X3 M40i,Used,42998,4.8,64,Dealer,3.4,35,80121,Fair,4.9,4.9,4.8,4.4,4.9,4.6,White,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTS3C58J0Y97956,22367003,38516
2019,Lexus,RX 350 F Sport,Used,48795,4.8,102,Dealer,4.7,643,80111,Good,4.8,4.8,4.8,4.6,4.9,4.8,Ultra White,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2BZMCA9KC189598,KC189598,38301
2019,Honda,CR-V EX,Used,29249,4.8,540,Dealer,4.7,1703,80233,Good,4.8,4.8,4.7,4.7,4.8,4.8,Gunmetal Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H59KE027286,PKE027286,16173
2019,Audi,Q7 55 Prestige,Used,54992,4.7,44,Dealer,4.5,745,98004,Good,4.8,4.6,4.8,4.5,4.8,4.6,Samurai Gray Metallic,AWD,19,25,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1VAAF76KD000068,KD000068,32054
2019,Lexus,RX 350 350,Used,48295,4.8,102,Dealer,3.9,77,76132,Good,4.8,4.8,4.8,4.6,4.9,4.8,Caviar,Front-wheel Drive,20,28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2ZZMCA6KC140437,221333A,18182
2019,Subaru,Outback 2.5i Limited,Subaru Certified,30000,4.7,262,Dealer,4.9,2192,76051,Great,4.8,4.7,4.7,4.7,4.7,4.7,Crystal Black Silica,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSANCXK3295150,N3251582A,47937
2019,Subaru,Ascent Limited 7-Passenger,Used,35000,4.5,178,Dealer,4.9,2192,76051,Great,4.7,4.6,4.6,4.4,4.6,4.5,Tungsten Metallic,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAPD7K3475333,N3442407A,39549
2021,GMC,Yukon Denali,Used,73000,4,24,Dealer,4.5,2597,76051,Fair,4.3,4.5,4.2,3.4,4.7,3.5,Onyx Black,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2DKL6MR156521,MR156521,67813
2021,Toyota,RAV4 LE,Used,32380,4.8,102,Dealer,4.5,1700,76017,Good,4.8,4.8,4.8,4.7,4.9,4.9,Midnight Black Metallic,Front-wheel Drive,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3H1RFV1MC104832,PMC104832,35277
2020,Lexus,RX 350,Used,42389,4.8,76,Dealer,4.9,68,78717,Great,4.9,4.8,4.8,4.7,4.8,4.9,Caviar,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2AZMAA6LC155702,PLC155702,32463
2019,Mercedes-Benz,C-Class C 300,Used,32580,4.8,40,Dealer,4.6,750,75006,Good,4.8,4.8,4.8,4.5,4.8,4.7,Black,Rear-wheel Drive,23,34,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8DB6KU315309,315309,46119
2016,Lexus,ES 350 Base,Used,29900,4.9,83,Dealer,4.8,2054,75209,Good,4.9,4.9,4.9,4.8,4.8,4.9,Nebula Gray Pearl,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,58ABK1GG4GU014213,GU014213A,37233
2017,Chevrolet,Equinox Premier,Used,23988,4.7,280,Dealer,3,6,66067,Good,4.8,4.7,4.6,4.7,4.8,4.8,Silver Ice Metallic,All-wheel Drive,20,28,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,2GNFLGE39H6127790,D508362A,48683
2016,Honda,Odyssey Touring Elite,Used,30500,4.7,100,Dealer,4.8,721,66062,Fair,4.8,4.6,4.7,4.6,4.7,4.8,Silver,Front-wheel Drive,19,28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H90GB164665,H069290A,82016
2013,Volvo,XC60 3.2 Premier Plus,Used,14999,4.8,38,Dealer,3.7,10,66203,Good,4.9,4.8,4.8,4.6,4.9,4.8,Savile Gray Metallic,Front-wheel Drive,19,25,Gasoline,6-Speed Automatic,3.2L I6 24V MPFI DOHC,YV4952DLXD2427024,3558,96834
2019,BMW,X5 xDrive50i,BMW Certified,66431,4.7,55,Dealer,4.8,162,64114,Fair,5,4.9,4.9,4.4,4.7,4.6,Carbon Black Metallic,All-wheel Drive,17,22,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXJU2C55KLN64299,SA2731,43521
2020,Cadillac,XT6 Premium Luxury FWD,Cadillac Certified,49986,4.6,51,Dealer,3.9,74,77079,Great,4.6,4.5,4.6,4.5,4.7,4.5,Shadow Metallic,Front-wheel Drive,18,25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKPERS7LZ106963,5143469A,33245
2015,Ford,Mustang V6,Used,19995,4.8,276,Dealer,4,20,77081,Good,4.6,4.7,4.8,4.7,4.9,4.7,Gray,Rear-wheel Drive,17,28,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,1FA6P8AM0F5378326,378326,85533
2019,Jeep,Grand Cherokee Limited,Used,30372,4.8,224,Dealer,2.8,43,77503,Good,4.9,4.9,4.8,4.6,4.9,4.8,Bright White Clearcoat,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJEBG2KC805639,B221162A,80202
2021,Mazda,CX-5 Touring,Used,31998,4.8,84,Dealer,4.8,1250,55306,Great,4.8,4.8,4.8,4.7,4.8,4.8,Snowflake White Pearl Mica,All-wheel Drive,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM3KFBCM1M0423815,12AQ738L,10545
2020,Honda,CR-V LX,Used,29699,4.8,269,Dealer,4.6,1177,55437,Good,4.9,4.8,4.8,4.8,4.9,4.9,Black,All-wheel Drive,27,32,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,5J6RW2H21LL018821,14BX244P,33263
2020,RAM,1500 Laramie,Used,52510,4.8,201,Dealer,4.4,152,72143,Great,4.9,4.9,4.8,4.6,4.8,4.7,Granite Crystal Clearcoat Metallic,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT3LN391167,T391167,46815
2016,Kia,Sorento SX,Used,20950,4.7,267,Dealer,4.8,2596,63011,Good,4.7,4.7,4.7,4.6,4.7,4.7,Ebony Black,Front-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,5XYPK4A58GG167494,36821A,102860
2020,BMW,X3 xDrive30i,Used,44995,4.9,51,Dealer,4.9,1867,63011,Good,5,4.9,4.9,4.7,4.9,4.9,Jet Black,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C0XL9D39283,T2529-0,22938
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,32989,4.8,40,Dealer,2,1,70001,Great,4.8,4.8,4.8,4.5,4.8,4.7,Lunar Blue Metallic,All-wheel Drive,22,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8EB3KU284874,PKU284874,27311
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,54989,4.3,75,Dealer,2,1,70001,Great,4.6,4.6,4,3.9,4.6,4.1,Gray Metallic,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB0LA079416,CLA079416,20214
2017,Ford,F-150 Lariat,Used,44943,4.8,568,Dealer,4.5,1175,60142,Good,4.9,4.8,4.8,4.6,4.8,4.8,Magnetic,Four-wheel Drive,15,21,E85 Flex Fuel,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,1FTEW1EF0HKC67775,C2015,43767
2019,Honda,Pilot EX-L,Used,37998,4.8,223,Dealer,2.8,34,60173,Good,4.9,4.8,4.7,4.7,4.7,4.8,Gray,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58KB099174,22645644,17892
2020,RAM,1500 Laramie,RAM Certified,47795,4.8,201,Dealer,4.3,782,60195,Great,4.9,4.9,4.8,4.6,4.8,4.7,Diamond Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT5LN104248,220789A,45585
2018,BMW,X3 xDrive30i,Used,38491,4.8,64,Dealer,4.7,1417,60559,Good,4.9,4.9,4.8,4.4,4.9,4.6,Mineral White Metallic,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C51JLD89523,JLD89523,10925
2020,Lexus,ES 350 F Sport,Used,44187,4.9,52,Dealer,4.8,1919,60559,Good,4.9,4.8,4.9,4.8,4.8,5,Obsidian Black,Front-wheel Drive,22,31,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58AGZ1B18LU068922,A1798A,50660
2017,Ford,Edge Sport,Used,28762,4.7,290,Dealer,4.6,159,54956,Good,4.8,4.7,4.7,4.6,4.8,4.7,Black,All-wheel Drive,17,24,Gasoline,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP8HBB01711,TI12149A,44604
2019,Honda,CR-V Touring,Honda Certified,35879,4.8,540,Dealer,4.5,1823,60462,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H91KH630748,220565A,31191
2019,Honda,CR-V EX-L,Used,31997,4.8,540,Dealer,4.8,5120,53227,Good,4.8,4.8,4.7,4.7,4.8,4.8,Black,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H87KE016412,J86715,33594
2013,Lincoln,MKZ Base,Used,14995,4.6,59,Dealer,3.6,43,60455,Good,4.7,4.7,4.5,4.4,4.8,4.5,Gray,All-wheel Drive,22,31,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,3LN6L2JKGDR814289,8042,79557
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Used,37499,4.6,72,Dealer,4.5,506,60714,Good,4.8,4.8,4.6,4.5,4.7,4.6,Gray,All-wheel Drive,22,27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB6KV161230,SP13485,34698
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Mercedes-Benz Certified,58695,5,10,Dealer,4.7,1925,60062,Great,5,5,5,4.7,5,4.9,Selenite Gray Metallic,All-wheel Drive,16,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE6KB229227,62-729A,31850
2021,Mazda,CX-5 Grand Touring,Used,28770,4.8,84,Dealer,3.3,130,60645,Great,4.8,4.8,4.8,4.7,4.8,4.8,Sonic Silver Metallic,All-wheel Drive,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM3KFBDM5M1349338,J801,55708
2012,GMC,Acadia Denali,Used,17000,4.3,111,Dealer,4.5,1709,60610,Good,4.6,4.5,4,3.9,4.6,4.1,Carbon Black Metallic,All-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKVTED2CJ210478,V542695A,87500
2019,Audi,A5 2.0T Premium Plus,Used,41000,4.8,14,Dealer,5,1,47905,Good,4.9,4.9,4.8,4.8,4.9,4.8,Manhattan Gray Metallic,All-wheel Drive,23,34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUBNCF51KA097024,PKA097024,17900
2017,Chevrolet,Equinox LT,Used,23998,4.7,280,Dealer,4.5,6,37067,Good,4.8,4.7,4.6,4.7,4.8,4.8,Black,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNALCEKXH1591887,22481024,46245
2021,Kia,Seltos S,Used,26655,4.8,113,Dealer,4.4,576,37067,Good,4.8,4.8,4.7,4.8,4.9,4.8,Gravity Gray,Front-wheel Drive,29,34,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,KNDEU2AA9M7226340,28495A,11332
2021,Hyundai,Palisade SEL,Used,47990,4.9,91,Dealer,4.9,837,46123,Good,4.9,4.9,4.8,4.8,4.9,4.8,Burgundy,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R3DHEXMU327943,AH3857D,19946
2020,BMW,M340 i,Used,50397,4.9,29,Dealer,2.1,12,35816,NA,4.8,4.8,5,4.7,4.9,4.9,Alpine White,Rear-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5U7C06LFH32892,H32892,33800
